ds,y
2010-03-23 13:52:00,359.27
2010-03-23 14:09:00,298.74
2010-03-23 14:22:00,496.66
2010-03-23 14:29:00,156.9
2010-03-23 15:01:00,390.6
2010-03-23 15:06:00,377.4
2010-03-23 15:08:00,597.3
2010-03-23 15:10:00,110.0
2010-03-23 15:11:00,156.6
2010-03-23 15:13:00,291.5
2010-03-23 15:15:00,63.0
2010-03-23 15:22:00,10953.5
2010-03-23 15:34:00,241.89999999999998
2010-03-23 15:35:00,1900.0
2010-03-23 15:36:00,10117.05
2010-03-23 15:47:00,355.62
2010-03-23 15:52:00,159.5
2010-03-23 15:56:00,10.05
2010-03-23 16:01:00,34.8
2010-03-23 16:37:00,395.23
2010-03-23 16:39:00,27.4
2010-03-23 16:45:00,289.45
2010-03-23 16:50:00,171.47
2010-03-23 17:11:00,205.65
2010-03-23 17:15:00,15.9
2010-03-24 08:31:00,412.88
2010-03-24 08:55:00,388.55
2010-03-24 09:07:00,2509.9
2010-03-24 09:26:00,877.1800000000001
2010-03-24 09:31:00,301.5
2010-03-24 09:46:00,446.21000000000004
2010-03-24 09:52:00,793.2800000000001
2010-03-24 09:54:00,79.2
2010-03-24 09:57:00,884.54
2010-03-24 10:00:00,309.35
2010-03-24 10:03:00,334.08
2010-03-24 10:09:00,38.35
2010-03-24 10:15:00,349.75000000000006
2010-03-24 10:28:00,1885.37
2010-03-24 10:30:00,576.91
2010-03-24 10:39:00,40.0
2010-03-24 10:42:00,2337.2
2010-03-24 10:45:00,473.75
2010-03-24 11:05:00,310.2
2010-03-24 11:19:00,117.74000000000001
2010-03-24 11:38:00,243.29
2010-03-24 11:49:00,1020.48
2010-03-24 11:51:00,560.94
2010-03-24 11:52:00,302.86
2010-03-24 11:56:00,306.96000000000004
2010-03-24 12:07:00,119.0
2010-03-24 12:15:00,427.25
2010-03-24 12:17:00,288.4
2010-03-24 12:18:00,34.5
2010-03-24 12:20:00,519.3000000000001
2010-03-24 12:23:00,1083.05
2010-03-24 12:30:00,330.15
2010-03-24 12:32:00,59.5
2010-03-24 12:33:00,928.25
2010-03-24 12:43:00,1201.52
2010-03-24 12:47:00,327.93
2010-03-24 12:54:00,102.0
2010-03-24 12:56:00,132.64
2010-03-24 13:08:00,169.21
2010-03-24 13:14:00,42.900000000000006
2010-03-24 13:15:00,45.0
2010-03-24 13:20:00,379.04
2010-03-24 13:28:00,8.5
2010-03-24 13:30:00,267.7
2010-03-24 13:35:00,5.05
2010-03-24 13:56:00,110.03
2010-03-24 14:05:00,193.22
2010-03-24 14:06:00,354.79
2010-03-24 14:10:00,386.53000000000003
2010-03-24 14:17:00,782.56
2010-03-24 14:19:00,91.8
2010-03-24 14:40:00,101.30000000000001
2010-03-24 14:49:00,169.33
2010-03-24 15:00:00,26.55
2010-03-24 15:08:00,81.0
2010-03-24 15:15:00,173.06
2010-03-24 15:24:00,391.59000000000003
2010-03-24 15:36:00,342.36
2010-03-24 16:22:00,121.67
2010-03-24 16:33:00,273.35
2010-03-25 09:40:00,85.65
2010-03-25 09:44:00,392.94
2010-03-25 10:04:00,580.72
2010-03-25 10:20:00,828.8000000000001
2010-03-25 10:24:00,529.62
2010-03-25 10:28:00,141.06
2010-03-25 10:33:00,463.35
2010-03-25 10:36:00,402.7
2010-03-25 10:55:00,134.2
2010-03-25 11:07:00,1009.6700000000001
2010-03-25 11:09:00,213.75
2010-03-25 11:20:00,316.58
2010-03-25 11:23:00,328.3
2010-03-25 11:28:00,2984.5699999999997
2010-03-25 11:29:00,322.6
2010-03-25 11:31:00,2640.0
2010-03-25 11:32:00,1510.77
2010-03-25 12:03:00,648.97
2010-03-25 12:10:00,70.6
2010-03-25 12:12:00,283.36
2010-03-25 12:20:00,220.32000000000002
2010-03-25 12:39:00,331.5
2010-03-25 12:40:00,309.3
2010-03-25 12:41:00,577.24
2010-03-25 12:43:00,833.31
2010-03-25 12:52:00,342.0
2010-03-25 12:54:00,201.85
2010-03-25 13:02:00,62.95
2010-03-25 13:05:00,180.56
2010-03-25 13:13:00,736.1
2010-03-25 13:15:00,1463.51
2010-03-25 13:16:00,131.15
2010-03-25 13:34:00,241.38
2010-03-25 13:41:00,141.29999999999998
2010-03-25 13:43:00,726.32
2010-03-25 13:46:00,260.5
2010-03-25 13:49:00,325.15000000000003
2010-03-25 13:53:00,503.96999999999997
2010-03-25 13:55:00,344.3
2010-03-25 14:06:00,1103.8500000000001
2010-03-25 14:12:00,236.83
2010-03-25 14:22:00,869.29
2010-03-25 14:23:00,69.6
2010-03-25 14:26:00,340.3
2010-03-25 14:32:00,209.3
2010-03-25 14:39:00,525.34
2010-03-25 14:43:00,227.52
2010-03-25 15:00:00,172.35
2010-03-25 15:14:00,86.22
2010-03-25 15:17:00,231.03
2010-03-25 15:36:00,531.97
2010-03-25 16:17:00,133.85
2010-03-25 16:19:00,429.90000000000003
2010-03-25 16:25:00,381.36
2010-03-25 16:29:00,533.23
2010-03-25 16:33:00,357.91
2010-03-25 16:43:00,41.85
2010-03-25 16:50:00,935.36
2010-03-25 16:58:00,312.46000000000004
2010-03-25 17:06:00,82.2
2010-03-25 17:18:00,86.59
2010-03-25 17:19:00,250.45
2010-03-25 17:21:00,112.14
2010-03-25 17:29:00,146.68
2010-03-25 17:34:00,209.93
2010-03-25 17:38:00,46.2
2010-03-25 19:03:00,17.91
2010-03-25 19:06:00,0.84
2010-03-26 08:51:00,724.25
2010-03-26 09:10:00,200.63
2010-03-26 09:38:00,403.28000000000003
2010-03-26 09:41:00,19.8
2010-03-26 09:46:00,833.2
2010-03-26 09:58:00,272.95
2010-03-26 10:02:00,174.2
2010-03-26 10:20:00,352.77
2010-03-26 11:13:00,1708.1999999999998
2010-03-26 11:20:00,914.17
2010-03-26 11:21:00,383.75
2010-03-26 11:23:00,870.0
2010-03-26 11:26:00,594.5600000000001
2010-03-26 11:37:00,299.75
2010-03-26 11:42:00,20.4
2010-03-26 11:56:00,280.6
2010-03-26 11:59:00,485.52
2010-03-26 12:05:00,146.68
2010-03-26 12:06:00,14.849999999999998
2010-03-26 12:08:00,131.68
2010-03-26 12:19:00,409.2
2010-03-26 12:23:00,303.55
2010-03-26 12:26:00,175.5
2010-03-26 12:42:00,81.4
2010-03-26 13:03:00,783.55
2010-03-26 13:05:00,465.51
2010-03-26 13:08:00,187.14000000000001
2010-03-26 13:13:00,102.53999999999999
2010-03-26 13:28:00,90.15
2010-03-26 13:30:00,194.8
2010-03-26 13:39:00,67.25
2010-03-26 13:42:00,501.36
2010-03-26 13:44:00,285.84
2010-03-26 13:45:00,4865.7
2010-03-26 13:46:00,3208.44
2010-03-26 13:47:00,816.0
2010-03-26 13:50:00,128.22
2010-03-26 13:55:00,219.4
2010-03-26 13:57:00,292.47
2010-03-26 14:01:00,2103.91
2010-03-26 14:16:00,181.7
2010-03-26 14:29:00,2585.75
2010-03-26 14:31:00,120.0
2010-03-26 14:38:00,274.05
2010-03-26 14:40:00,45.6
2010-03-26 14:51:00,780.9200000000001
2010-03-26 14:55:00,181.58
2010-03-26 15:08:00,205.35000000000002
2010-03-26 15:31:00,312.88
2010-03-26 15:32:00,489.54
2010-03-26 16:17:00,421.48
2010-03-26 17:24:00,155.32999999999998
2010-03-28 10:13:00,271.15
2010-03-28 10:28:00,226.3
2010-03-28 10:33:00,598.6700000000001
2010-03-28 10:35:00,366.65
2010-03-28 10:51:00,299.0
2010-03-28 10:54:00,137.99
2010-03-28 11:02:00,112.23
2010-03-28 11:04:00,63.72
2010-03-28 11:07:00,941.42
2010-03-28 11:09:00,70.2
2010-03-28 11:19:00,118.0
2010-03-28 11:20:00,1290.28
2010-03-28 11:28:00,127.65
2010-03-28 11:30:00,445.72
2010-03-28 11:38:00,722.1700000000001
2010-03-28 11:45:00,439.62
2010-03-28 12:18:00,283.75
2010-03-28 12:20:00,388.84
2010-03-28 12:22:00,131.25
2010-03-28 12:26:00,30.0
2010-03-28 12:34:00,197.78
2010-03-28 12:36:00,924.5400000000001
2010-03-28 12:43:00,477.98
2010-03-28 12:44:00,145.84
2010-03-28 12:52:00,307.25
2010-03-28 12:55:00,210.47
2010-03-28 13:10:00,1017.96
2010-03-28 13:18:00,334.87
2010-03-28 13:21:00,136.3
2010-03-28 13:31:00,153.55
2010-03-28 13:36:00,656.72
2010-03-28 13:38:00,1031.37
2010-03-28 13:40:00,351.69
2010-03-28 13:42:00,153.55
2010-03-28 13:47:00,379.04
2010-03-28 14:04:00,742.41
2010-03-28 14:18:00,25.95
2010-03-28 14:26:00,253.45
2010-03-28 14:32:00,213.15
2010-03-28 14:47:00,812.12
2010-03-28 14:48:00,190.53
2010-03-28 14:53:00,289.19
2010-03-28 15:05:00,364.47
2010-03-28 15:11:00,309.99
2010-03-28 15:12:00,559.5600000000001
2010-03-28 15:13:00,98.73
2010-03-28 15:16:00,238.93
2010-03-28 15:33:00,359.46000000000004
2010-03-28 15:40:00,1162.95
2010-03-28 15:42:00,415.71000000000004
2010-03-28 15:44:00,271.05
2010-03-28 15:45:00,179.98
2010-03-28 15:58:00,284.64
2010-03-28 16:04:00,166.19
2010-03-28 16:13:00,513.59
2010-03-28 16:17:00,1406.43
2010-03-29 09:48:00,367.69
2010-03-29 10:07:00,381.0
2010-03-29 10:08:00,348.47
2010-03-29 10:10:00,243.0
2010-03-29 10:25:00,1110.0
2010-03-29 10:26:00,861.5999999999999
2010-03-29 10:37:00,573.34
2010-03-29 10:38:00,288.57
2010-03-29 10:41:00,890.4000000000001
2010-03-29 10:44:00,2121.3599999999997
2010-03-29 10:55:00,637.11
2010-03-29 10:56:00,197.79
2010-03-29 11:16:00,709.78
2010-03-29 11:28:00,7090.8
2010-03-29 11:33:00,1652.4
2010-03-29 11:38:00,461.76
2010-03-29 11:40:00,74.0
2010-03-29 11:41:00,173.67000000000002
2010-03-29 11:42:00,164.47
2010-03-29 11:43:00,401.65
2010-03-29 11:49:00,643.46
2010-03-29 11:55:00,292.95
2010-03-29 12:01:00,270.95
2010-03-29 12:19:00,940.52
2010-03-29 12:32:00,315.4
2010-03-29 12:51:00,306.0
2010-03-29 12:52:00,1045.44
2010-03-29 13:03:00,1.45
2010-03-29 13:04:00,350.1
2010-03-29 13:06:00,228.67000000000002
2010-03-29 13:09:00,579.6
2010-03-29 13:10:00,415.14
2010-03-29 13:21:00,41.25
2010-03-29 13:36:00,265.14
2010-03-29 13:39:00,228.6
2010-03-29 13:43:00,147.3
2010-03-29 13:44:00,29.95
2010-03-29 13:46:00,359.44
2010-03-29 13:55:00,142.12
2010-03-29 13:57:00,44.09
2010-03-29 14:04:00,196.45000000000002
2010-03-29 14:06:00,1.25
2010-03-29 14:15:00,285.40999999999997
2010-03-29 14:19:00,236.82
2010-03-29 14:47:00,848.6800000000001
2010-03-29 14:52:00,728.39
2010-03-29 14:57:00,918.5
2010-03-29 15:03:00,499.51
2010-03-29 15:21:00,375.6
2010-03-29 15:34:00,437.9
2010-03-29 15:38:00,123.1
2010-03-29 15:48:00,313.7
2010-03-29 16:14:00,169.25
2010-03-29 16:28:00,487.35
2010-03-29 16:48:00,203.97
2010-03-29 17:17:00,308.85
2010-03-29 17:44:00,209.22
2010-03-30 09:05:00,138.7
2010-03-30 09:32:00,630.35
2010-03-30 09:47:00,1430.37
2010-03-30 10:26:00,239.08
2010-03-30 10:31:00,905.16
2010-03-30 10:49:00,369.3
2010-03-30 10:55:00,702.3199999999999
2010-03-30 10:58:00,146.9
2010-03-30 11:11:00,75.0
2010-03-30 11:14:00,494.48
2010-03-30 11:36:00,117.0
2010-03-30 11:39:00,68.25
2010-03-30 11:48:00,1065.1200000000001
2010-03-30 12:07:00,301.8
2010-03-30 12:13:00,323.71
2010-03-30 12:16:00,391.85
2010-03-30 12:17:00,496.86
2010-03-30 12:22:00,97.97
2010-03-30 12:26:00,2429.42
2010-03-30 12:27:00,316.56
2010-03-30 12:29:00,397.4
2010-03-30 12:30:00,90.4
2010-03-30 12:35:00,1104.94
2010-03-30 12:36:00,248.16
2010-03-30 12:40:00,275.21
2010-03-30 12:50:00,30.1
2010-03-30 12:58:00,362.77
2010-03-30 13:00:00,123.28
2010-03-30 13:12:00,167.4
2010-03-30 13:13:00,1652.22
2010-03-30 13:15:00,248.09
2010-03-30 13:19:00,1180.92
2010-03-30 13:24:00,92.16
2010-03-30 13:27:00,408.0
2010-03-30 13:33:00,227.95000000000002
2010-03-30 13:35:00,96.6
2010-03-30 13:36:00,374.18
2010-03-30 13:38:00,143.07
2010-03-30 13:57:00,308.70000000000005
2010-03-30 14:03:00,1.65
2010-03-30 14:04:00,673.28
2010-03-30 14:05:00,684.12
2010-03-30 14:14:00,405.0
2010-03-30 14:23:00,214.11
2010-03-30 14:26:00,1254.22
2010-03-30 14:28:00,299.2
2010-03-30 14:47:00,6051.45
2010-03-30 14:54:00,110.7
2010-03-30 14:58:00,43.5
2010-03-30 15:02:00,171.9
2010-03-30 15:06:00,99.0
2010-03-30 15:20:00,1038.3500000000001
2010-03-30 15:21:00,1057.9
2010-03-30 15:25:00,156.87
2010-03-30 15:38:00,306.75
2010-03-30 15:40:00,107.58000000000001
2010-03-30 15:48:00,328.67
2010-03-30 16:17:00,23.4
2010-03-30 16:24:00,132.52
2010-03-30 16:40:00,976.08
2010-03-30 16:53:00,128.3
2010-03-30 17:10:00,339.17
2010-03-30 17:25:00,377.39
2010-03-30 17:31:00,13.2
2010-03-30 17:33:00,258.45
2010-03-31 09:40:00,389.81
2010-03-31 09:42:00,476.84000000000003
2010-03-31 09:43:00,502.8
2010-03-31 09:49:00,169.69
2010-03-31 09:52:00,389.49
2010-03-31 10:00:00,433.53000000000003
2010-03-31 10:05:00,357.0
2010-03-31 10:10:00,282.0
2010-03-31 10:27:00,349.2
2010-03-31 10:32:00,342.65
2010-03-31 10:40:00,179.61
2010-03-31 10:41:00,187.99
2010-03-31 10:49:00,181.15
2010-03-31 10:50:00,305.76
2010-03-31 10:54:00,16.44
2010-03-31 11:09:00,367.54
2010-03-31 11:11:00,384.55
2010-03-31 11:27:00,472.89
2010-03-31 11:31:00,121.68
2010-03-31 11:33:00,118.8
2010-03-31 11:39:00,312.51
2010-03-31 11:40:00,572.3100000000001
2010-03-31 11:55:00,63.150000000000006
2010-03-31 11:57:00,212.65
2010-03-31 11:58:00,174.14000000000001
2010-03-31 12:16:00,342.37
2010-03-31 12:19:00,382.55
2010-03-31 12:21:00,1005.62
2010-03-31 12:22:00,308.61
2010-03-31 12:23:00,152.5
2010-03-31 12:28:00,337.78
2010-03-31 12:29:00,190.95
2010-03-31 12:44:00,117.53999999999999
2010-03-31 12:52:00,462.19
2010-03-31 12:57:00,560.14
2010-03-31 13:09:00,253.88
2010-03-31 13:10:00,169.8
2010-03-31 13:15:00,126.89
2010-03-31 13:17:00,226.08999999999997
2010-03-31 13:22:00,64.48
2010-03-31 13:23:00,22.15
2010-03-31 13:29:00,1624.49
2010-03-31 13:32:00,501.4
2010-03-31 13:33:00,1400.26
2010-03-31 13:39:00,1058.19
2010-03-31 13:40:00,1131.98
2010-03-31 13:42:00,305.0
2010-03-31 13:45:00,17.4
2010-03-31 14:02:00,121.85
2010-03-31 14:03:00,318.98
2010-03-31 14:08:00,254.92000000000002
2010-03-31 14:12:00,150.3
2010-03-31 14:18:00,76.23
2010-03-31 14:31:00,110.30000000000001
2010-03-31 15:00:00,228.96000000000004
2010-03-31 15:22:00,299.34000000000003
2010-03-31 15:30:00,300.35
2010-03-31 15:38:00,1262.75
2010-03-31 15:42:00,356.23
2010-03-31 16:31:00,2174.84
2010-03-31 17:13:00,264.1
2010-03-31 17:29:00,545.48
2010-04-01 07:49:00,817.25
2010-04-01 08:33:00,324.6
2010-04-01 08:34:00,486.8
2010-04-01 08:43:00,389.95
2010-04-01 08:45:00,651.48
2010-04-01 09:03:00,571.76
2010-04-01 09:50:00,476.36
2010-04-01 09:53:00,266.93
2010-04-01 10:05:00,245.76
2010-04-01 10:16:00,627.8
2010-04-01 10:29:00,300.05
2010-04-01 10:33:00,202.20000000000002
2010-04-01 10:34:00,323.87
2010-04-01 10:36:00,632.28
2010-04-01 10:48:00,540.08
2010-04-01 10:57:00,700.47
2010-04-01 11:16:00,524.39
2010-04-01 11:22:00,126.5
2010-04-01 11:38:00,77.5
2010-04-01 11:48:00,665.87
2010-04-01 11:51:00,326.65000000000003
2010-04-01 11:55:00,642.1
2010-04-01 11:57:00,119.4
2010-04-01 12:07:00,230.5
2010-04-01 12:10:00,409.31
2010-04-01 12:26:00,396.06
2010-04-01 12:30:00,714.0
2010-04-01 12:33:00,360.76
2010-04-01 12:54:00,199.97
2010-04-01 12:56:00,162.1
2010-04-01 13:01:00,379.2
2010-04-01 13:17:00,222.11
2010-04-01 13:20:00,727.49
2010-04-01 13:24:00,304.8
2010-04-01 13:28:00,151.46
2010-04-01 13:33:00,303.39
2010-04-01 13:54:00,475.61
2010-04-01 13:58:00,207.95000000000002
2010-04-01 14:04:00,168.87
2010-04-01 14:14:00,266.85
2010-04-01 14:15:00,126.51
2010-04-01 14:18:00,363.56
2010-04-01 14:19:00,2831.66
2010-04-01 14:23:00,225.99
2010-04-01 14:49:00,313.1
2010-04-01 14:51:00,303.1
2010-04-01 14:52:00,861.85
2010-04-01 14:59:00,298.88
2010-04-01 15:15:00,285.6
2010-04-01 15:16:00,204.91
2010-04-01 15:38:00,300.66
2010-04-01 15:40:00,556.75
2010-04-01 15:46:00,441.55
2010-04-01 16:13:00,232.92
2010-04-01 16:35:00,541.95
2010-04-01 16:40:00,433.29
2010-04-01 16:46:00,514.42
2010-04-01 16:55:00,20.97
2010-04-01 17:13:00,256.64
2010-04-01 17:15:00,374.2
2010-04-01 17:23:00,387.45
2010-04-01 18:03:00,217.92
2010-04-01 18:23:00,72.34
2010-04-01 18:37:00,452.48
2010-04-01 18:48:00,1505.89
2010-04-01 19:06:00,274.58
2010-04-01 19:34:00,178.2
2010-04-01 19:46:00,244.31
2010-04-01 19:54:00,104.5
2010-04-06 09:28:00,207.36
2010-04-06 09:30:00,296.8
2010-04-06 09:37:00,63.0
2010-04-06 09:39:00,216.0
2010-04-06 09:46:00,318.0
2010-04-06 09:51:00,721.8
2010-04-06 09:52:00,450.85
2010-04-06 09:53:00,204.0
2010-04-06 09:56:00,1275.6
2010-04-06 09:58:00,148.47
2010-04-06 10:06:00,412.58
2010-04-06 10:21:00,59.400000000000006
2010-04-06 10:22:00,760.02
2010-04-06 10:43:00,589.52
2010-04-06 10:47:00,1008.0
2010-04-06 11:06:00,2.95
2010-04-06 11:17:00,477.08
2010-04-06 11:21:00,396.47
2010-04-06 11:41:00,283.78000000000003
2010-04-06 11:42:00,319.69
2010-04-06 11:47:00,321.45
2010-04-06 12:11:00,128.7
2010-04-06 12:14:00,458.45
2010-04-06 12:20:00,321.05
2010-04-06 12:39:00,196.76
2010-04-06 12:40:00,89.25
2010-04-06 12:41:00,478.1
2010-04-06 12:43:00,165.38
2010-04-06 12:45:00,160.29
2010-04-06 12:54:00,228.0
2010-04-06 12:56:00,252.3
2010-04-06 13:29:00,269.70000000000005
2010-04-06 13:30:00,214.58
2010-04-06 13:37:00,129.22
2010-04-06 13:42:00,416.4
2010-04-06 13:52:00,502.05
2010-04-06 13:53:00,429.96
2010-04-06 13:54:00,103.93
2010-04-06 14:10:00,445.40000000000003
2010-04-06 14:14:00,261.1
2010-04-06 14:18:00,118.95
2010-04-06 14:21:00,47.5
2010-04-06 14:30:00,649.91
2010-04-06 14:39:00,252.52
2010-04-06 14:42:00,130.3
2010-04-06 15:08:00,263.13
2010-04-06 15:09:00,177.9
2010-04-06 15:10:00,480.7
2010-04-06 15:16:00,7.95
2010-04-06 15:33:00,332.37
2010-04-06 16:01:00,1076.46
2010-04-06 16:24:00,365.5
2010-04-06 16:37:00,214.20000000000002
2010-04-07 09:29:00,307.26
2010-04-07 10:02:00,359.83
2010-04-07 10:24:00,598.04
2010-04-07 10:35:00,166.84
2010-04-07 10:53:00,680.04
2010-04-07 10:59:00,734.79
2010-04-07 11:04:00,339.09000000000003
2010-04-07 11:07:00,143.12
2010-04-07 11:13:00,33.0
2010-04-07 11:20:00,232.6
2010-04-07 11:21:00,312.5
2010-04-07 11:52:00,330.45
2010-04-07 11:59:00,789.75
2010-04-07 12:07:00,1015.48
2010-04-07 12:09:00,1187.9
2010-04-07 12:14:00,12.75
2010-04-07 12:23:00,132.8
2010-04-07 12:30:00,450.05
2010-04-07 12:45:00,1015.0500000000001
2010-04-07 12:58:00,142.8
2010-04-07 13:07:00,614.63
2010-04-07 13:14:00,74.6
2010-04-07 13:21:00,482.58
2010-04-07 13:34:00,316.44
2010-04-07 13:46:00,124.5
2010-04-07 13:48:00,411.45
2010-04-07 13:54:00,219.25
2010-04-07 14:04:00,823.4000000000001
2010-04-07 14:08:00,1154.4
2010-04-07 14:10:00,237.70000000000002
2010-04-07 14:12:00,3068.68
2010-04-07 14:14:00,1902.9
2010-04-07 14:16:00,2213.2000000000003
2010-04-07 14:17:00,209.4
2010-04-07 14:21:00,135.55
2010-04-07 14:32:00,320.23
2010-04-07 14:36:00,1866.39
2010-04-07 14:50:00,293.06
2010-04-07 14:54:00,13.919999999999998
2010-04-07 15:02:00,389.43
2010-04-07 15:14:00,260.38
2010-04-07 15:33:00,405.0
2010-04-07 15:43:00,636.6
2010-04-07 15:47:00,444.6
2010-04-07 15:54:00,1.55
2010-04-07 16:06:00,1103.8
2010-04-07 16:09:00,360.6
2010-04-07 16:11:00,874.84
2010-04-07 16:13:00,1749.68
2010-04-07 16:16:00,874.84
2010-04-07 16:17:00,874.84
2010-04-07 16:21:00,294.52
2010-04-07 16:22:00,98.9
2010-04-07 16:36:00,88.5
2010-04-07 16:52:00,222.25
2010-04-08 08:00:00,418.1
2010-04-08 08:01:00,204.6
2010-04-08 08:27:00,442.5
2010-04-08 08:31:00,147.12
2010-04-08 09:06:00,187.35000000000002
2010-04-08 09:25:00,907.1
2010-04-08 09:43:00,1231.94
2010-04-08 09:44:00,816.0
2010-04-08 09:47:00,1383.6
2010-04-08 09:56:00,394.65999999999997
2010-04-08 10:08:00,247.5
2010-04-08 10:17:00,246.05
2010-04-08 10:19:00,453.03999999999996
2010-04-08 10:30:00,1671.2
2010-04-08 10:40:00,396.2
2010-04-08 10:52:00,696.03
2010-04-08 11:11:00,799.91
2010-04-08 11:16:00,537.58
2010-04-08 11:18:00,855.35
2010-04-08 11:20:00,1239.83
2010-04-08 11:33:00,138.29
2010-04-08 11:49:00,435.65999999999997
2010-04-08 11:50:00,199.17000000000002
2010-04-08 11:59:00,297.69
2010-04-08 12:09:00,196.08
2010-04-08 12:13:00,475.46
2010-04-08 12:23:00,4635.78
2010-04-08 12:51:00,433.71999999999997
2010-04-08 12:54:00,404.58000000000004
2010-04-08 13:15:00,297.94
2010-04-08 13:16:00,540.16
2010-04-08 13:18:00,314.85
2010-04-08 13:19:00,240.57
2010-04-08 13:21:00,920.25
2010-04-08 13:32:00,1634.55
2010-04-08 13:45:00,142.34
2010-04-08 13:54:00,521.13
2010-04-08 14:15:00,141.08
2010-04-08 14:28:00,443.28000000000003
2010-04-08 14:30:00,1183.38
2010-04-08 14:36:00,414.72
2010-04-08 14:37:00,227.4
2010-04-08 14:42:00,33.0
2010-04-08 15:04:00,466.46999999999997
2010-04-08 15:19:00,304.33
2010-04-08 15:20:00,153.79999999999998
2010-04-08 15:29:00,387.43
2010-04-08 15:30:00,356.0
2010-04-08 15:35:00,123.6
2010-04-08 15:36:00,76.2
2010-04-08 15:40:00,434.69
2010-04-08 15:41:00,585.73
2010-04-08 16:21:00,17.65
2010-04-08 16:36:00,316.41
2010-04-08 16:43:00,3242.22
2010-04-08 16:45:00,514.54
2010-04-08 16:49:00,992.64
2010-04-08 16:50:00,15.0
2010-04-08 16:54:00,195.0
2010-04-08 16:58:00,172.4
2010-04-08 17:00:00,232.61999999999998
2010-04-08 17:04:00,303.90000000000003
2010-04-08 17:05:00,410.75
2010-04-08 17:09:00,33.260000000000005
2010-04-08 17:15:00,300.7
2010-04-08 17:32:00,247.5
2010-04-08 17:39:00,303.45
2010-04-08 17:44:00,196.13
2010-04-08 17:45:00,178.35
2010-04-08 17:51:00,381.98
2010-04-08 19:13:00,262.9
2010-04-08 19:29:00,160.55
2010-04-08 19:39:00,244.9
2010-04-08 19:40:00,708.76
2010-04-09 08:05:00,646.8
2010-04-09 09:14:00,373.01000000000005
2010-04-09 09:26:00,488.3
2010-04-09 09:54:00,216.0
2010-04-09 10:08:00,1888.31
2010-04-09 10:12:00,374.95
2010-04-09 10:17:00,933.8
2010-04-09 10:19:00,162.72
2010-04-09 10:24:00,534.19
2010-04-09 10:30:00,762.28
2010-04-09 11:03:00,101.36
2010-04-09 11:15:00,716.46
2010-04-09 11:34:00,225.6
2010-04-09 11:38:00,25.5
2010-04-09 11:39:00,255.0
2010-04-09 11:41:00,94.89
2010-04-09 12:08:00,583.1
2010-04-09 12:12:00,728.5000000000001
2010-04-09 12:33:00,483.99000000000007
2010-04-09 12:40:00,368.39
2010-04-09 13:00:00,319.69
2010-04-09 13:07:00,70.3
2010-04-09 13:08:00,336.9
2010-04-09 14:01:00,392.62
2010-04-09 14:26:00,365.59000000000003
2010-04-09 14:27:00,322.0
2010-04-09 14:38:00,1326.3
2010-04-09 14:46:00,271.6
2010-04-09 14:49:00,50.8
2010-04-09 15:04:00,76.5
2010-04-09 15:22:00,298.44
2010-04-09 16:05:00,228.93
2010-04-09 16:54:00,375.27
2010-04-09 17:13:00,270.44
2010-04-11 10:16:00,158.28
2010-04-11 10:30:00,663.2
2010-04-11 10:35:00,168.9
2010-04-11 10:44:00,784.5
2010-04-11 10:45:00,30.6
2010-04-11 10:47:00,155.34
2010-04-11 11:14:00,728.8
2010-04-11 11:17:00,312.2
2010-04-11 11:22:00,1262.88
2010-04-11 11:47:00,199.20000000000002
2010-04-11 11:56:00,111.9
2010-04-11 12:02:00,1057.3600000000001
2010-04-11 12:05:00,384.27000000000004
2010-04-11 12:12:00,1142.08
2010-04-11 12:32:00,177.6
2010-04-11 12:37:00,698.63
2010-04-11 12:45:00,1118.08
2010-04-11 13:01:00,170.48000000000002
2010-04-11 13:07:00,171.58
2010-04-11 13:09:00,662.3100000000001
2010-04-11 13:10:00,2969.6
2010-04-11 13:27:00,684.96
2010-04-11 13:37:00,241.98
2010-04-11 13:39:00,612.8100000000001
2010-04-11 13:40:00,292.34
2010-04-11 13:49:00,335.0
2010-04-11 14:11:00,115.78
2010-04-11 14:28:00,455.84000000000003
2010-04-11 14:42:00,525.12
2010-04-11 15:20:00,110.95
2010-04-11 15:34:00,351.96
2010-04-11 15:38:00,536.55
2010-04-11 15:54:00,1111.92
2010-04-11 15:59:00,1114.16
2010-04-11 16:06:00,114.89
2010-04-12 07:07:00,1844.19
2010-04-12 07:14:00,2318.4
2010-04-12 08:23:00,9.87
2010-04-12 09:13:00,465.18
2010-04-12 09:19:00,151.4
2010-04-12 09:52:00,22.5
2010-04-12 09:59:00,107.78999999999999
2010-04-12 10:09:00,381.0
2010-04-12 10:10:00,306.0
2010-04-12 10:15:00,359.9
2010-04-12 10:24:00,303.63
2010-04-12 11:07:00,313.75
2010-04-12 11:19:00,739.2
2010-04-12 11:22:00,926.82
2010-04-12 11:25:00,337.17
2010-04-12 11:28:00,15.0
2010-04-12 11:38:00,420.6
2010-04-12 11:45:00,539.5500000000001
2010-04-12 11:51:00,539.5500000000001
2010-04-12 12:48:00,140.32
2010-04-12 12:50:00,1160.66
2010-04-12 13:01:00,871.2
2010-04-12 13:11:00,1704.72
2010-04-12 13:22:00,1770.44
2010-04-12 13:50:00,701.97
2010-04-12 14:20:00,503.85
2010-04-12 14:48:00,159.25
2010-04-12 14:53:00,458.05
2010-04-12 15:01:00,118.75
